Old Title,Abstract ,,,,,,,,,,,,Title
Memory and Cognition,,,,,,,,,,,,,dengineering
Psychological Record,,,,,,,,,,,,,dsocial science
Cerebral Cortex,fMRI; Hippocampus; Mesolimbic system; Novelty; Substantia nigra/VTA,,,,,,,,,,,,dsocial science
Journal of Behavior Therapy and Experimental Psychiatry,Contamination; Intrusive images; OCD,,,,,,,,,,,,d-lifescience
Experimental Brain Research,Attention; Dual-task; Posture; Preparation,,,,,,,,,,,,dmedicine
Mapfre Medicina,Disability; Hydrocephalus; Intelligence quotient; Neuropsychology; Spina bifida,,,,,,,,,,,,dmedicine
Magnetic Resonance Imaging,fMRI; Functional connectivity; Human brain,,,,,,,,,,,,dmedicine
Consciousness and Cognition,Affect; Agency; Delusion; Felt presence; Hallucination; Other minds; Sleep paralysis,,,,,,,,,,,,dmedicine
Human Movement Science,Action observation; Motor programming; Social cognition; Spatial compatibility,,,,,,,,,,,,dengineering
CME Journal Geriatric Medicine,Behaviour; Cognition; Driving; Stroke,,,,,,,,,,,,dengineering
Memory and Cognition,,,,,,,,,,,,,dengineering
Infant Behavior and Development,Activity level; Groups; Sex differences; Social structure,,,,,,,,,,,,dsocial science
Social Cognitive and Affective Neuroscience,Development; Eye gaze; Gamma oscillations; Infancy; Social perception,,,,,,,,,,,,dsocial science
Memory and Cognition,,,,,,,,,,,,,d-lifescience
Memory and Cognition,,,,,,,,,,,,,dmedicine
Memory and Cognition,,,,,,,,,,,,,dmedicine
NeuroReport,Event-related potentials; Lexical access; Neighborhood density,,,,,,,,,,,,dmedicine
Journal of Integrative Neuroscience,Computational neuroscience; Connectivity; Cortico-cortical interactions; Directed transfer function; Distractibility; EEG; Frontal cortex; Neuronal circuits; Parietal cortex; Working memory,,,,,,,,,,,,dmedicine
Eastern Journal of Medicine,Cognitive functions; Event related potentials; Type I diabetes mellitus,,,,,,,,,,,,dengineering
Cerebral Cortex,Dyslexia; fMRI; Maturation; Reading ability,,,,,,,,,,,,dengineering
Journal of Behavior Therapy and Experimental Psychiatry,Bulimia nervosa; Cognition; Imagery; Memory,,,,,,,,,,,,dengineering
Neurologia Suplementos,Cortical reorganization; Functional magnetic resonance imaging; Multiple sclerosis; Neuroplasticity,,,,,,,,,,,,dsocial science
Design Journal,Craft; Digital imaging; Printing textile design,,,,,,,,,,,,dsocial science
Psychological Reports,,,,,,,,,,,,,d-lifescience
Consciousness and Cognition,Aging; Executive functioning and processing speed; Recollective experience,,,,,,,,,,,,dmedicine
PLoS biology,,,,,,,,,,,,,dmedicine
Cognition,Auditory perception; Body movement; Embodied cognition; Multisensory; Music; Rhythm,,,,,,,,,,,,dmedicine
Journal of Communication Inquiry,Interpretive community; Naji al-Ali; Palestinian refugees; Political cartoons; Symbols; Visual rhetoric,,,,,,,,,,,,dmedicine
PLoS Biology,,,,,,,,,,,,,dengineering
British Journal of Psychiatry,,,,,,,,,,,,,dengineering
Journal of Intellectual Disability Research,Central executive; Down syndrome; Language acquisition; Phonological loop; Working memory,,,,,,,,,,,,dengineering
Seizure,Adolescents; Children; Cognitive function; CVST; Epilepsy; Oxcarbazepine,,,,,,,,,,,,dsocial science
Archives of Physical Medicine and Rehabilitation,Behavior therapy; Brain injuries; Cognitive therapy; Insomnia; Rehabilitation,,,,,,,,,,,,dsocial science
Biological Trace Element Research,Cognitive development; Copper; Iron; Neuromotor abilities; Nutrition; Zinc,,,,,,,,,,,,d-lifescience
PLoS ONE,,,,,,,,,,,,,dmedicine
PLoS ONE,,,,,,,,,,,,,dmedicine
Neuron,SYSNEURO,,,,,,,,,,,,dmedicine
Neuron,SIGNALING; SYSNEURO,,,,,,,,,,,,dmedicine
Psychiatry Research - Neuroimaging,Attention; Autism; Eye movement; Frontostriatal systems; Neuroimaging,,,,,,,,,,,,dengineering
Turk Geriatri Dergisi,Ageing; Cognitive processess; Executive functions; Neuropsychological tests; Trail Making Test,,,,,,,,,,,,dengineering
Journal of Neuroscience,fMRI; Form; Learning; Motion; Multivoxel pattern classification; Visual categorization,,,,,,,,,,,,dengineering
Journal of Neuroscience,Inferotemporal cortex; Monkey; Multiple objects; Object recognition; Tolerance; Trade-off,,,,,,,,,,,,dsocial science
Journal of Neuroscience,Cognition; Decision making; Hippocampus; Neural ensemble; Place cell; Vicarious trial; Visual error,,,,,,,,,,,,dsocial science
Behavioural Brain Research,Configural learning; Cross-modal integration; Object processing; Rat; Simultaneous discrimination,,,,,,,,,,,,d-lifescience
Dementia and Geriatric Cognitive Disorders,Alzheimer's disease; Frontotemporal dementia; Neuropsychological assessment; Philadelphia Brief Assessment of Cognition,,,,,,,,,,,,dmedicine
Spatial Vision,Neuro-aesthetics; Perceptual grouping and organization; Perceptual meanings; Visual science of art; Visual thinking,,,,,,,,,,,,dmedicine
Journal of Experimental Psychology: General,binocular disparity; depth perception; stereo display; the binding problem; visual working memory,,,,,,,,,,,,dmedicine
Emotion,cognition; memory; mood; mood induction,,,,,,,,,,,,dmedicine
Psychological Research,,,,,,,,,,,,,dengineering
Archives of Clinical Neuropsychology,Activities of daily living; Contrast sensitivity; Executive function; Visuospatial,,,,,,,,,,,,dengineering
Transportation Research Part F: Traffic Psychology and Behaviour,Attitudes; Driving; Human factors; Pedestrian conspicuity; Social cognition; Visual contrast; Visual performance,,,,,,,,,,,,dengineering
Psychopharmacology,5-HT transporter gene; Cognitive abilities; Impulsiveness; Platelet monoamine oxidase; Serotonin; Speed and accuracy of information processing,,,,,,,,,,,,dsocial science
Biological Psychiatry,Autism spectrum disorders; face processing; infancy; magnocellular; parvocellular; visual system,,,,,,,,,,,,dsocial science
Perception and Psychophysics,,,,,,,,,,,,,d-lifescience
Clinical Neurophysiology,Cognitive assessment; Event-related potentials; Familiarity; Memory; Old/new effects; Recollection,,,,,,,,,,,,dmedicine
Anesthesia and Analgesia,,,,,,,,,,,,,dmedicine
Journal of Andrology,Aging; Memory; Testosterone replacement; Visual spatial function,,,,,,,,,,,,dmedicine
Developmental Psychology,choice tasks; experience; infancy; perception and action; physical variables,,,,,,,,,,,,dmedicine
Journal of Autism and Developmental Disorders,Auditory perception; Autism; Cross-modal integration; High-functioning; Illusions; Visual perception,,,,,,,,,,,,dengineering
Multiple Sclerosis,Disability; MSFC; Multiple sclerosis; Performance scales; Self-report; Validity,,,,,,,,,,,,dengineering
Child Neuropsychology,,,,,,,,,,,,,dengineering
Learning and Behavior,,,,,,,,,,,,,dsocial science
Synapse,Alzheimer's disease; Autoradiography; Neuroleptic; Parkinson's disease; Psychosis,,,,,,,,,,,,dsocial science
Developmental Neurobiology,Maze; MK-801; Rhesus monkey; Spatial memory; Working memory,,,,,,,,,,,,d-lifescience
Journal of Clinical and Experimental Neuropsychology,,,,,,,,,,,,,dmedicine
Revue Neurologique,Cognitive impairment; ERP; Multimodalities; Multiple Sclerosis; P300,,,,,,,,,,,,dmedicine
Clinical and Experimental Rheumatology,Cognitive dysfunction; Exercise; Fibromyalgia; Fibromyalgia impact questionnaire; Neuropsychological assessment; Pain,,,,,,,,,,,,dmedicine
Quarterly Journal of Experimental Psychology,,,,,,,,,,,,,dmedicine
Schizophrenia Research,Cognition; Olanzapine; Outcomes; Quality of life; Quetiapine; Schizophrenia,,,,,,,,,,,,dengineering
Journal of Comparative Psychology,baboon; Ebbinghaus illusion; global-local precedence; Titchener illusion; visual cognition,,,,,,,,,,,,dengineering
Brain and Cognition,Congenitally and late blind; Haptics; Hippocampus; Partietal cortex; Scene recognition; Spatial updating; Visual experience,,,,,,,,,,,,dengineering
Neuropsychology,Alzheimer's disease; category specificity; comprehension; modality specificity; semantic dementia,,,,,,,,,,,,dsocial science
Archives of General Psychiatry,,,,,,,,,,,,,dsocial science
Neural Networks,Artificial consciousness; Phenomenology; Visual awareness,,,,,,,,,,,,d-lifescience
PLoS Biology,,,,,,,,,,,,,dmedicine
Toxicological Sciences,Agents; Behavior; Dose-response; Neurotoxicology; Risk assessment; Volatile organic compounds,,,,,,,,,,,,dmedicine
Annales Medico-Psychologiques,"Anxiety; Mental imagery (visual auditory, somesthetic)",,,,,,,,,,,,dmedicine
Journal of Child Psychology and Psychiatry and Allied Disciplines,Autism; Electromyography (EMG); Emotional processing; Facial expressions; Multisensory perception; Voice prosody,,,,,,,,,,,,dmedicine
Archives of Clinical Neuropsychology,Neuropsychological evaluation; Neuropsychological norms; Spanish speakers,,,,,,,,,,,,dengineering
Emotion,aging; cognitive control; emotion; eye tracking,,,,,,,,,,,,dengineering
Cognitive Neuropsychiatry,,,,,,,,,,,,,dengineering
IEEE Transactions on Visualization and Computer Graphics,Ambient infovis; Casual information visualization; Design; Editorial; Evaluation; Social infovis,,,,,,,,,,,,dsocial science
Journal of Motor Behavior,Exponential; Mirror tracing; Motor learning; Power law; Time scales,,,,,,,,,,,,dsocial science
Computer Journal,Human interactive behaviour; Memory-based strategy; Task performance criteria,,,,,,,,,,,,d-lifescience
Alcohol and Alcoholism,,,,,,,,,,,,,dmedicine
Journal of the International Neuropsychological Society,,,,,,,,,,,,,dmedicine
Behaviour Research and Therapy,Anxiety; Fears; Information processing; Vicarious learning,,,,,,,,,,,,dmedicine
Journal of Neural Transmission,Activities of daily living; Alzheimer's disease; Cognitive estimation; Old age,,,,,,,,,,,,dmedicine
Physical Therapy,,,,,,,,,,,,,dengineering
Alcohol and Alcoholism,,,,,,,,,,,,,dengineering
Nature Neuroscience,,,,,,,,,,,,,dengineering
Neuropsychology,atrophy; brain aging; magnetic resonance imaging,,,,,,,,,,,,dsocial science
Cerebral Cortex,Amygdala laterality; Arrow; Social cognition; Spatial cueing,,,,,,,,,,,,dsocial science
Schizophrenia Research,fMRI; Genetic; High risk; Language lateralization; ROI based study; Schizophrenia,,,,,,,,,,,,d-lifescience
Journal of Rehabilitation Medicine,Cerebrovascular accident; Motor vehicles; Neuropsychological tests; Rehabilitation; Road test; Visual tests,,,,,,,,,,,,dmedicine
Pediatrics,Children; Cognitive performance; Computer game; Polysomnographic study; Sleep patterns; Television,,,,,,,,,,,,dmedicine
Cerebral Cortex,Facial expression; Fear; Repression; Sensitization; Threat processing,,,,,,,,,,,,dmedicine
Cerebral Cortex,fMRI; Functional; Pragmatic; Praxia; Semantic,,,,,,,,,,,,dmedicine
Appetite,Childhood obesity; Cognition; Mental flexibility; Set-shifting,,,,,,,,,,,,dengineering
Neuropsychobiology,"Emotional processing, implicit, explicit; Facial expression; fMRI",,,,,,,,,,,,dengineering
Emotion,affective intensity; distraction; mood regulation; working memory,,,,,,,,,,,,dengineering
Dementia and Geriatric Cognitive Disorders,Alzheimer's disease; Executive functions; Neuropsychology; Tower of London,,,,,,,,,,,,dsocial science
Memory,,,,,,,,,,,,,dsocial science
Child Neuropsychology,Neuropsychology; Norms; Pediatric neuropsychology; Sample sizes,,,,,,,,,,,,d-lifescience
Journal of Abnormal Psychology,Athematical model; Bipolar disorder; Schizophrenia; Short-term working memory,,,,,,,,,,,,dmedicine
Journal of Affective Disorders,Cognitive side effects; Depression; Efficacy; Electroconvulsive therapy; Right unilateral ECT; Ultrabrief pulsewidth,,,,,,,,,,,,dmedicine
Biological Psychiatry,,,,,,,,,,,,,dmedicine
Cerebral Cortex,Mirror systems; Primary somatosensory cortex; Simulation theory; Social cognition; Somatosensory-evoked potentials,,,,,,,,,,,,dmedicine
Clinical Neuropsychologist,Executive functioning; Neuropsychological tests; Psychomotor speed; Shift of attention; Trail Making Test; Visual tracking,,,,,,,,,,,,dengineering
Cognition,Distance effect; Number representation; Priming,,,,,,,,,,,,dengineering
Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology,,,,,,,,,,,,,dengineering
"Vertex (Buenos Aires, Argentina)",,,,,,,,,,,,,dsocial science
Journal of Cognitive Neuroscience,,,,,,,,,,,,,dsocial science
Journal of Autism and Developmental Disorders,Autism; Cognition; Drawing; Local processing; Perception,,,,,,,,,,,,d-lifescience
Journal of the American Academy of Audiology,,,,,,,,,,,,,dmedicine
"Journal of Neurology, Neurosurgery and Psychiatry",,,,,,,,,,,,,dmedicine
Journal of Affective Disorders,Cognition; Electro-convulsive therapy; Inspection time; Major depression,,,,,,,,,,,,dmedicine
Perception and Psychophysics,,,,,,,,,,,,,dmedicine
Psicothema,,,,,,,,,,,,,dengineering
Spatial Vision,Abstract painting; fMRI; Implied motion; Influence of experience; MT+,,,,,,,,,,,,dengineering
Menopause,Anastrozole; Breast cancer; Chemotherapy; Cognitive function; Memory; Tamoxifen,,,,,,,,,,,,dengineering
Neurology,,,,,,,,,,,,,dsocial science
Human Brain Mapping,Aging; Cognition; Cortical thickness; ERP; MR morphometry; Neuropsychology; P3a; P3b,,,,,,,,,,,,dsocial science
Environment and Planning B: Planning and Design,,,,,,,,,,,,,d-lifescience
Design Studies,creative design; design cognition; design processes; Limited Commitment Mode control strategy; protocol analysis,,,,,,,,,,,,dmedicine
Psychopharmacology,Benzodiazepine; Central executive; Lorazepam; Mental models; Reasoning; Working memory,,,,,,,,,,,,dmedicine
Journal of Neuroscience,Cognition; Decision making; Evidence accumulation; fMRI; Perceptual recognition; Visual,,,,,,,,,,,,dmedicine
BMC Neuroscience,,,,,,,,,,,,,dmedicine
PLoS biology,,,,,,,,,,,,,dengineering
Neuroscience Letters,Attention; Cognition; Dyslexia; Executive control,,,,,,,,,,,,dengineering
Perception,,,,,,,,,,,,,dengineering
Brain Research,Delayed retrieval; Episodic memory; fMRI; Immediate retrieval; Thalamus; Visual paired associates,,,,,,,,,,,,dsocial science
Journal of Neuroscience,Brain imaging; Feature binding; Feature conjunction; Vision; Visual perception; Visual working memory,,,,,,,,,,,,dsocial science
Brain Research,ERPs; Event-related potential; Inhibition; N200; Negative priming,,,,,,,,,,,,d-lifescience
Revista Latinoamericana de Psicologia,Dogs; Domestication; Etho-psychology; Humans; Interespecific communication; Learning,,,,,,,,,,,,dmedicine
Journal of Neuroscience,Amygdala; Choice behavior; Decision-making; Devaluation; Medial thalamus; Orbitofrontal cortex; Prefrontal cortex; Reward,,,,,,,,,,,,dmedicine
Journal of Neuroscience,Attention; DCM; fMRI; Intraparietal sulcus; Lateralization; Neglect,,,,,,,,,,,,dmedicine
Journal of Neuroscience,Bottom-up; Pop-out; Primate; Salience; Split brain; Switching,,,,,,,,,,,,dmedicine
NeuroImage,,,,,,,,,,,,,dengineering
Psychiatry Research - Neuroimaging,Angle discrimination; Preclinical Alzheimer's disease; Reaction time,,,,,,,,,,,,dengineering
Journal of Anxiety Disorders,Anxiety; Attentional bias; RSVP; Spider phobia,,,,,,,,,,,,dengineering
Neuroscience,5-HT7 receptor; novelty-seeking; SB269.970; scopolamine; working memory,,,,,,,,,,,,dsocial science
Neuroscience,cognition; consolidation; encoding; NMRI mice,,,,,,,,,,,,dsocial science
Brain Research,Attention; Audio-visual; Cross-modal; Decision making; Reaction time,,,,,,,,,,,,d-lifescience
NeuroRehabilitation,Concussion; mTBI; Symptoms,,,,,,,,,,,,dmedicine
Neuropsychologia,Alzheimer's disease; Brain connectivity; Crossmodal integration,,,,,,,,,,,,dmedicine
Ceskoslovenska Psychologie,Cholinergic synapsis; Cognitive deficit; Glutamatergic synapsis; NMDA receptors; Non-resonance parametric amplification; Stochastic resonance,,,,,,,,,,,,dmedicine
"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",Choline acetyltransferase; Olanzapine; Schizophrenia; Susceptibility,,,,,,,,,,,,dmedicine
